name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
KUMANAN Nethra,Female,India,India,['Sailing'],"[""Women's Dinghy""]",27,Yes,No,0
SARAVIA Ulises,Male,Argentina,Argentina,['Swimming'],"[""Men's 100m Backstroke""]",19,Yes,No,0
BORELLI Florencia,Female,Argentina,Argentina,['Athletics'],"[""Women's Marathon""]",32,Yes,No,0
CASETTA Belen,Female,Argentina,Argentina,['Athletics'],"[""Women's 3000m Steeplechase""]",30,Yes,No,0
GOMEZ Joaquin,Male,Argentina,Argentina,['Athletics'],"[""Men's Hammer Throw""]",28,Yes,No,0
LARREGINA Elian,Male,Argentina,Argentina,['Athletics'],"[""Men's 400m""]",24,Yes,No,0
SASIA Nazareno,Male,Argentina,Argentina,['Athletics'],"[""Men's Shot Put""]",23,Yes,No,0
GADAYI Edwin Kwabla,Male,Ghana,Ghana,['Athletics'],"[""Men's 4 x 100m Relay""]",23,No,No,0
ODLUM-SMITH Jayhan Jamaud,Male,Saint Lucia,Saint Lucia,['Swimming'],"[""Men's 100m Freestyle""]",22,Yes,No,0
ABUZRIBA Ahmed,Male,Libya,Libya,['Weightlifting'],"[""Men's 102kg""]",24,No,No,0
BUKRAH Mohamed,Male,Libya,Libya,['Rowing'],"[""Men's Single Sculls""]",21,No,No,0
BOUDINA Sid Ali,Male,Algeria,Algeria,['Rowing'],"[""Men's Single Sculls""]",34,No,No,0
GIL Federico,Male,Argentina,Argentina,['Shooting'],['Skeet Men'],36,Yes,No,0
GUTIERREZ Marcelo Julian,Male,Argentina,Argentina,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",24,Yes,No,0
RUSSO Fernanda,Female,Argentina,Argentina,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",25,Yes,No,0
CROOKS Jordan,Male,Cayman Islands,Great Britain,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",22,Yes,No,0
BOSCO Eugenia,Female,Argentina,Argentina,['Sailing'],['Mixed Multihull'],27,No,Yes,1
FERRETTI Chiara,Female,Argentina,Argentina,['Sailing'],"[""Women's Windsurfing""]",17,Yes,No,0
MAJDALANI Mateo,Male,Argentina,Argentina,['Sailing'],['Mixed Multihull'],30,Yes,Yes,1
CRUZ SAUBIDET BIRKNER Francisco,Male,Argentina,Argentina,['Sailing'],"[""Men's Windsurfing""]",26,Yes,No,0
TURIENZO Maria Catalina,Female,Argentina,Argentina,['Sailing'],"[""Women's Kite""]",18,Yes,No,0
EDGHILL Chelsea,Female,Guyana,Guyana,['Table Tennis'],"[""Women's Singles""]",27,No,No,0
TONDAIMAN Prithviraj,Male,India,India,['Shooting'],['Trap Men'],37,No,No,0
KUSALE Swapnil,Male,India,India,['Shooting'],['50m Rifle 3 Positions Men'],29,Yes,Yes,1
BATRA Manika,Female,India,India,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",29,No,No,0
THAKKAR Manav Vikash,Male,India,India,['Table Tennis'],"[""Men's Team""]",24,Yes,No,0
ZMUSHKA Alina,Female,AIN,Belarus,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",27,No,No,0
AKULA Sreeja,Female,India,India,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",26,No,No,0
CHAUHAN Maheshwari,Female,India,India,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",28,Yes,No,0
SHYMANOVICH Ilya,Male,AIN,Belarus,['Swimming'],"[""Men's 100m Breaststroke""]",30,No,No,0
ACHANTA Sharath Kamal,Male,India,India,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",42,No,No,0
SHKURDAI Anastasiya,Female,AIN,Belarus,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke""]",21,No,No,0
MOUDGIL Anjum,Female,India,India,['Shooting'],['50m Rifle 3 Positions Women'],30,Yes,No,0
SINGH Shreyasi,Female,India,India,['Shooting'],['Trap Women'],33,Yes,No,0
BHAKER Manu,Female,India,India,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women', '10m Air Pistol Mixed Team']",22,Yes,Yes,2
ZALATY Yauheni,Male,AIN,Belarus,['Rowing'],"[""Men's Single Sculls""]",25,No,Yes,1
VALARIVAN Elavenil,Female,India,India,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",25,Yes,No,0
DESAI Harmeet,Male,India,India,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",31,No,No,0
KAMATH Archana Girish,Female,India,India,['Table Tennis'],"[""Women's Team""]",24,Yes,No,0
GREENE Kennice Aphenie,Female,St Vincent and the Grenadines,United States of America,['Swimming'],"[""Women's 50m Freestyle""]",17,No,No,0
JOACHIM Alex,Male,St Vincent and the Grenadines,St Vincent and the Grenadines,['Swimming'],"[""Men's 50m Freestyle""]",21,No,No,0
ALBERTARRIO Agustina,Female,Argentina,Argentina,['Hockey'],['Women'],31,Yes,Yes,1
ALONSO Agostina,Female,Argentina,Argentina,['Hockey'],['Women'],29,Yes,Yes,1
CAMPOY Maria,Female,Argentina,Argentina,['Hockey'],['Women'],34,Yes,Yes,1
CAIRO Sofia,Female,Argentina,Argentina,['Hockey'],['Women'],22,Yes,Yes,1
CASAS Lara,Female,Argentina,Argentina,['Hockey'],['Women'],20,Yes,Yes,1
CASTELLARO MORELLO Juana,Female,Argentina,Argentina,['Hockey'],['Women'],19,Yes,Yes,1
COSENTINO Cristina,Female,Argentina,Argentina,['Hockey'],['Women'],27,Yes,Yes,1
GORZELANY Agustina,Female,Argentina,Argentina,['Hockey'],['Women'],28,Yes,Yes,1
GRANATTO Maria,Female,Argentina,Argentina,['Hockey'],['Women'],29,Yes,Yes,1
JANKUNAS Julieta,Female,Argentina,Argentina,['Hockey'],['Women'],25,Yes,Yes,1
RAPOSO RUIZ de los LLANOS Valentina,Female,Argentina,Argentina,['Hockey'],['Women'],21,Yes,Yes,1
SANCHEZ MOCCIA Rocio,Female,Argentina,Argentina,['Hockey'],['Women'],36,Yes,Yes,1
SAUZE VALDEZ Victoria,Female,Argentina,Argentina,['Hockey'],['Women'],33,Yes,Yes,1
TOCCALINO Sofia,Female,Argentina,Argentina,['Hockey'],['Women'],27,Yes,Yes,1
TRINCHINETTI Eugenia,Female,Argentina,Argentina,['Hockey'],['Women'],27,Yes,Yes,1
BUGALLO Agustin,Male,Argentina,Argentina,['Hockey'],['Men'],29,Yes,No,0
CAPURRO ZUBELDIA Bautista,Male,Argentina,Argentina,['Hockey'],['Men'],21,Yes,No,0
CASELLA SCHUTH Maico,Male,Argentina,Argentina,['Hockey'],['Men'],27,Yes,No,0
CATAN Juan,Male,Argentina,Argentina,['Hockey'],['Men'],29,Yes,No,0
DOMENE Tomas,Male,Argentina,Argentina,['Hockey'],['Men'],27,Yes,No,0
HABIF Thomas,Male,Argentina,Argentina,['Hockey'],['Men'],28,Yes,No,0
KEENAN Nicolas,Male,Argentina,Argentina,['Hockey'],['Men'],27,Yes,No,0
MARCUCCI Tadeo,Male,Argentina,Argentina,['Hockey'],['Men'],23,Yes,No,0
MARTINEZ Lucas,Male,Argentina,Argentina,['Hockey'],['Men'],31,Yes,No,0
MARTINS Tobias,Male,Argentina,Argentina,['Hockey'],['Men'],26,Yes,No,0
JAVER Mahsa,Female,Islamic Republic of Iran,Islamic Republic of Iran,['Rowing'],"[""Lightweight Women's Double Sculls""]",30,Yes,No,0
NOROUZI TAZEH KAND Zeinab,Female,Islamic Republic of Iran,Islamic Republic of Iran,['Rowing'],"[""Lightweight Women's Double Sculls""]",24,No,No,0
BEYRANVAND Mohammad,Male,Islamic Republic of Iran,Islamic Republic of Iran,['Shooting'],['Trap Men'],16,No,No,0
ROSTAMIYAN Haniyeh,Female,Islamic Republic of Iran,Islamic Republic of Iran,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",26,Yes,No,0
AMINI POZVEH Fatemeh,Female,Islamic Republic of Iran,Islamic Republic of Iran,['Shooting'],['10m Air Rifle Women'],24,Yes,No,0
CHEHEL AMIRANI Shermineh,Female,Islamic Republic of Iran,Islamic Republic of Iran,['Shooting'],['10m Air Rifle Women'],25,Yes,No,0
AMAISTROAIE Madalina,Female,Romania,Romania,['Archery'],"[""Women's Individual""]",22,Yes,No,0
BOUZIDI Carole Diana,Female,Algeria,Algeria,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",39,Yes,No,0
GERBEKOV Askerbii,Male,Bahrain,Bahrain,['Judo'],['Men -81 kg'],28,No,No,0
CISSE Arthur,Male,CÃ´te d'Ivoire,CÃ´te d'Ivoire,['Athletics'],"[""Men's 100m""]",28,Yes,No,0
KONE Maboundou,Female,CÃ´te d'Ivoire,CÃ´te d'Ivoire,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]",27,No,No,0
NURMATOV Shakhzod,Male,Uzbekistan,Uzbekistan,['Rowing'],"[""Lightweight Men's Double Sculls""]",25,No,No,0
PRAKATEN Anna,Female,Uzbekistan,Uzbekistan,['Rowing'],"[""Women's Single Sculls""]",32,No,No,0
SAFAROLIYEV Sobirjon,Male,Uzbekistan,Uzbekistan,['Rowing'],"[""Lightweight Men's Double Sculls""]",22,No,No,0
OLFATI Mahdi,Male,Islamic Republic of Iran,Islamic Republic of Iran,['Artistic Gymnastics'],"['Men', ""Men's Vault""]",23,Yes,No,0
CHEN Jiexian Stephenie,Female,Singapore,Singapore,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",33,Yes,No,0
MAZZILLI Agustin,Male,Argentina,Argentina,['Hockey'],['Men'],35,Yes,No,0
MONJA Federico,Male,Argentina,Argentina,['Hockey'],['Men'],31,Yes,No,0
REY Matias,Male,Argentina,Argentina,['Hockey'],['Men'],40,Yes,No,0
SANTIAGO Tomas,Male,Argentina,Argentina,['Hockey'],['Men'],32,Yes,No,0
TARAZONA Santiago,Male,Argentina,Argentina,['Hockey'],['Men'],28,Yes,No,0
TOSCANI Lucas,Male,Argentina,Argentina,['Hockey'],['Men'],25,Yes,No,0
VERNICE Agustin,Male,Argentina,Argentina,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",29,Yes,No,0
BROWN Janeek,Female,Jamaica,Jamaica,['Athletics'],"[""Women's 100m Hurdles""]",26,No,No,0
MOLINA Gonzalo Nahuel,Male,Argentina,Argentina,['Cycling BMX Racing'],['Men'],29,Yes,No,0
VILLEGAS Federico Emiliano,Male,Argentina,Argentina,['Cycling BMX Racing'],['Men'],30,No,No,0
CAMERON Lloydricia,Female,Jamaica,Jamaica,['Athletics'],"[""Women's Shot Put""]",28,Yes,No,0
PERINCHIEF Jah-Nhai,Male,Bermuda,Great Britain,['Athletics'],"[""Men's Triple Jump""]",27,Yes,No,0
CLAYTON Rushell,Female,Jamaica,Jamaica,['Athletics'],"[""Women's 400m Hurdles""]",32,Yes,No,0
DUFFY Flora,Female,Bermuda,Great Britain,['Triathlon'],"[""Women's Individual""]",37,No,No,0
FIRFIRICA Alin Alexandru,Male,Romania,Romania,['Athletics'],"[""Men's Discus Throw""]",29,Yes,No,0
GHELBER Bianca Florentina,Female,Romania,Romania,['Athletics'],"[""Women's Hammer Throw""]",34,Yes,No,0
ION Diana Ana Maria,Female,Romania,Romania,['Athletics'],"[""Women's Triple Jump""]",24,No,No,0
MELLY Joan Chelimo,Female,Romania,Romania,['Athletics'],"[""Women's Marathon""]",34,Yes,No,0
MERINGOR Delvine Relin,Female,Romania,Romania,['Athletics'],"[""Women's Marathon""]",32,Yes,No,0
MIKLOS Andrea,Female,Romania,Romania,['Athletics'],"[""Women's 400m""]",25,Yes,No,0
NOVAC Alexandru Mihaita,Male,Romania,Romania,['Athletics'],"[""Men's Javelin Throw""]",27,Yes,No,0
PRANNOY H. S,Male,India,India,['Badminton'],"[""Men's Singles""]",32,Yes,No,0
RANKIREDDY Satwiksairaj,Male,India,India,['Badminton'],"[""Men's Doubles""]",24,Yes,No,0
SHETTY Chirag,Male,India,India,['Badminton'],"[""Men's Doubles""]",27,Yes,No,0
BERTEMES Bob,Male,Luxembourg,Luxembourg,['Athletics'],"[""Men's Shot Put""]",31,Yes,No,0
PUSARLA V. Sindhu,Female,India,India,['Badminton'],"[""Women's Singles""]",29,Yes,No,0
AGARWALLA Anush,Male,India,India,['Equestrian'],['Dressage Individual'],25,Yes,No,0
CRASTO Tanisha,Female,India,India,['Badminton'],"[""Women's Doubles""]",21,Yes,No,0
PONNAPPA Ashwini,Female,India,India,['Badminton'],"[""Women's Doubles""]",35,Yes,No,0
ROTARU-KOTTMANN Alina,Female,Romania,Romania,['Athletics'],"[""Women's Long Jump""]",31,Yes,No,0
RUTTO Stella,Female,Romania,Romania,['Athletics'],"[""Women's 3000m Steeplechase""]",28,Yes,No,0
STANCIU Daniela,Female,Romania,Romania,['Athletics'],"[""Women's High Jump""]",37,Yes,No,0
TALOS Elena Andreea,Female,Romania,Romania,['Athletics'],"[""Women's Triple Jump""]",29,Yes,No,0
TOADER Andrei Rares,Male,Romania,Romania,['Athletics'],"[""Men's Shot Put""]",27,Yes,No,0
GOMES Filipe,Male,Malawi,Malawi,['Swimming'],"[""Men's 50m Freestyle""]",27,No,No,0
OCAMPO Daiana,Female,Argentina,Argentina,['Athletics'],"[""Women's Marathon""]",33,Yes,No,0
ARCHIBALD Emanuel,Male,Guyana,Guyana,['Athletics'],"[""Men's 100m""]",30,Yes,No,0
ABRAMS Aliyah,Female,Guyana,United States of America,['Athletics'],"[""Women's 400m""]",27,No,No,0
NOEL Raekwon Jibril,Male,Guyana,United States of America,['Swimming'],"[""Men's 400m Freestyle""]",19,No,No,0
PERSAUD Aleka Kylela,Female,Guyana,Guyana,['Swimming'],"[""Women's 100m Freestyle""]",18,Yes,No,0
ALLERS-LIBURD Zahria,Female,Saint Kitts and Nevis,Saint Kitts and Nevis,['Athletics'],"[""Women's 100m""]",22,No,No,0
TRAORE Cheickna,Male,CÃ´te d'Ivoire,CÃ´te d'Ivoire,['Athletics'],"[""Men's 200m""]",24,Yes,No,0
TIE Whitney,Female,CÃ´te d'Ivoire,CÃ´te d'Ivoire,['Athletics'],"[""Women's 4 x 100m Relay""]",25,No,No,0
SIDHU Vijayveer,Male,India,India,['Shooting'],['25m Rapid Fire Pistol Men'],22,Yes,No,0
TOMAR Aishwary Pratap Singh,Male,India,India,['Shooting'],['50m Rifle 3 Positions Men'],23,Yes,No,0
NARUKA Anant Jeet Singh,Male,India,India,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",26,Yes,No,0
ANISH Anish,Male,India,India,['Shooting'],['25m Rapid Fire Pistol Men'],22,Yes,No,0
BABUTA Arjun,Male,India,India,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",25,Yes,No,0
CHEEMA Arjun Singh,Male,India,India,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",23,Yes,No,0
BOUSHITA Abderrahmane,Male,Morocco,Morocco,['Judo'],['Men -66 kg'],27,No,No,0
SINGH Sandee,Male,India,India,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",28,No,No,0
SAMRA Sift Kaur,Female,India,India,['Shooting'],['50m Rifle 3 Positions Women'],23,Yes,No,0
SINGH Esha,Female,India,India,['Shooting'],['25m Pistol Women'],19,Yes,No,0
RAMITA Ramita,Female,India,India,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",20,No,No,0
KUMARI Rajeshwari,Female,India,India,['Shooting'],['Trap Women'],33,No,No,0
SANGWAN Rhythm,Female,India,India,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",21,Yes,No,0
SEN Lakshya,Male,India,India,['Badminton'],"[""Men's Singles""]",23,No,No,0
di TELLA Pascual Maria,Male,Argentina,Argentina,['Fencing'],"[""Men's Sabre Individual""]",29,No,No,0
DARRAGH Rachael,Female,Ireland,Ireland,['Badminton'],"[""Women's Singles""]",27,Yes,No,0
McNULTY Harry,Male,Ireland,Ireland,['Rugby Sevens'],['Men'],31,Yes,No,0
MOLLEN Bryan,Male,Ireland,Ireland,['Rugby Sevens'],['Men'],29,No,No,0
KENNEDY Terry,Male,Ireland,Ireland,['Rugby Sevens'],['Men'],28,Yes,No,0
WALSH Grainne,Female,Ireland,Ireland,['Boxing'],"[""Women's 66kg""]",29,Yes,No,0
PASSMORE Jake,Male,Ireland,Ireland,['Diving'],"[""Men's 3m Springboard""]",19,No,No,0
HEALY Sarah,Female,Ireland,Ireland,['Athletics'],"[""Women's 1500m""]",23,Yes,No,0
McCANN Luke,Male,Ireland,Ireland,['Athletics'],"[""Men's 1500m""]",26,Yes,No,0
McCORMACK Fionnuala,Female,Ireland,Ireland,['Athletics'],"[""Women's Marathon""]",40,Yes,No,0
CATTERSON Victoria,Female,Ireland,Ireland,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",23,Yes,No,0
FERGUSON Conor,Male,Ireland,Ireland,['Swimming'],"[""Men's 4 x 100m Medley Relay"", 'Relay Only Athlete']",25,Yes,No,0
WIFFEN Daniel,Male,Ireland,Ireland,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",23,Yes,Yes,2
ARMITAGE Megan,Female,Ireland,Ireland,['Cycling Road'],"[""Women's Road Race""]",28,No,No,0
GILLESPIE Lara,Female,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",23,No,No,0
MURPHY Kelly,Female,Ireland,Ireland,['Cycling Track'],"[""Women's Team Pursuit""]",35,Yes,No,0
GRIFFIN Mia,Female,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",26,Yes,No,0
CREIGHTON Erin,Female,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",20,No,No,0
SHARPE Alice,Female,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",30,No,No,0
HEALY Ben,Male,Ireland,Ireland,['Cycling Road'],"[""Men's Road Race""]",24,No,No,0
MAGUIRE Leona,Female,Ireland,Ireland,['Golf'],"[""Women's Individual Stroke Play""]",30,No,No,0
Mc CLENAGHAN Rhys,Male,Ireland,Ireland,['Artistic Gymnastics'],"['Men', ""Men's Pommel Horse""]",25,Yes,Yes,1
MURTAGH Fiona,Female,Ireland,Ireland,['Rowing'],"[""Women's Pair""]",29,No,No,0
MAGNER Imogen,Female,Ireland,Ireland,['Rowing'],"[""Women's Four""]",26,Yes,No,0
LONG Natalie,Female,Ireland,Ireland,['Rowing'],"[""Women's Four""]",34,Yes,No,0
CASEY Aoife,Female,Ireland,Ireland,['Rowing'],"[""Lightweight Women's Double Sculls""]",25,No,No,0
KEOGH Aifric,Female,Ireland,Ireland,['Rowing'],"[""Women's Pair""]",32,No,No,0
TOSTI Alejandro,Male,Argentina,Argentina,['Golf'],"[""Men's Individual Stroke Play""]",28,No,No,0
BAR Juan,Male,Argentina,Argentina,['Handball'],['Men'],37,Yes,No,0
BONANNO Nicolas,Male,Argentina,Argentina,['Handball'],['Men'],33,Yes,No,0
FERNANDEZ Federico,Male,Argentina,Argentina,['Handball'],['Men'],35,Yes,No,0
FISCHER Guillermo,Male,Argentina,Argentina,['Handball'],['Men'],28,Yes,No,0
MACIEL Leonel,Male,Argentina,Argentina,['Handball'],['Men'],35,Yes,No,0
PENRUDDOCKE Adriana,Female,Bermuda,United States of America,['Sailing'],"[""Women's Dinghy""]",24,Yes,No,0
MARTINEZ CAMI Pedro,Male,Argentina,Argentina,['Handball'],['Men'],25,Yes,No,0
WEBSTER Charlotte,Female,Cayman Islands,Great Britain,['Sailing'],"[""Women's Dinghy""]",20,No,No,0
MOSCARIELLO Lucas,Male,Argentina,Argentina,['Handball'],['Men'],32,Yes,No,0
MOYANO Andres,Male,Argentina,Argentina,['Handball'],['Men'],28,Yes,No,0
MOURINO Gaston,Male,Argentina,Argentina,['Handball'],['Men'],30,Yes,No,0
PARKER James,Male,Argentina,Argentina,['Handball'],['Men'],30,Yes,No,0
PIZARRO Federico,Male,Argentina,Argentina,['Handball'],['Men'],38,Yes,No,0
CROOKS Jillian Janis Geohagan,Female,Cayman Islands,Great Britain,['Swimming'],"[""Women's 100m Freestyle""]",18,No,No,0
HARVEY Emma,Female,Bermuda,Great Britain,['Swimming'],"[""Women's 100m Backstroke""]",23,No,No,0
HAWLEY Erica,Female,Bermuda,Great Britain,['Triathlon'],"[""Women's Individual""]",26,Yes,No,0
SMITH Tyler,Male,Bermuda,Great Britain,['Triathlon'],"[""Men's Individual""]",26,Yes,No,0
ALEXUC CIURARIU Alin,Male,Romania,Romania,['Wrestling'],"[""Men's Greco-Roman 130kg""]",34,Yes,No,0
ARNAUT Razvan,Male,Romania,Romania,['Wrestling'],"[""Men's Greco-Roman 60kg""]",26,No,No,0
ANA Andreea Beatrice,Female,Romania,Romania,['Wrestling'],"[""Women's Freestyle 53kg""]",24,Yes,No,0
AXENTE Catalina,Female,Romania,Romania,['Wrestling'],"[""Women's Freestyle 76kg""]",29,Yes,No,0
INCZE Kriszta Tunde,Female,Romania,Romania,['Wrestling'],"[""Women's Freestyle 62kg""]",28,Yes,No,0
TAZHUDINOV Akhmed,Male,Bahrain,Bahrain,['Wrestling'],"[""Men's Freestyle 97kg""]",21,No,Yes,1
ERATI Kaimauri,Male,Kiribati,Kiribati,['Weightlifting'],"[""Men's 61kg""]",20,No,No,0
MINASYAN Gor,Male,Bahrain,Bahrain,['Weightlifting'],"[""Men's +102kg""]",30,No,Yes,1
MONTANO Lesman,Male,Bahrain,Bahrain,['Weightlifting'],"[""Men's 102kg""]",28,Yes,No,0
AIT BEKKA Jugurtha,Male,Algeria,Algeria,['Boxing'],"[""Men's 63.5kg""]",28,Yes,No,0
KADI Mourad,Male,Algeria,Algeria,['Boxing'],"[""Men's +92kg""]",29,No,No,0
BOUALAM Roumaysa,Female,Algeria,Algeria,['Boxing'],"[""Women's 50kg""]",30,No,No,0
KHELIF Imane,Female,Algeria,Algeria,['Boxing'],"[""Women's 66kg""]",25,Yes,Yes,1
KHELIF Dounia,Female,Algeria,Algeria,['Boxing'],"[""Women's 60kg""]",27,No,No,0
PIZARRO Ignacio,Male,Argentina,Argentina,['Handball'],['Men'],34,Yes,No,0
SIMONET Pablo,Male,Argentina,Argentina,['Handball'],['Men'],32,Yes,No,0
SIMONET Diego,Male,Argentina,Argentina,['Handball'],['Men'],35,Yes,No,0
BONO Nicolas,Male,Argentina,Argentina,['Handball'],['Men'],27,Yes,No,0
MONETA Marcos,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],24,Yes,No,0
VERA FELD Santiago,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],23,No,No,0
OSADCZUK Matias,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],27,Yes,No,0
ALVAREZ Santiago,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],30,Yes,No,0
SCHULZ German,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],30,Yes,No,0
PELLANDINI Joaquin,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],25,Yes,No,0
REVOL Gaston,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],38,Yes,No,0
OPTI Soren,Male,Suriname,Suriname,['Badminton'],"[""Men's Singles""]",27,No,No,0
ELIZALDE Tomas,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],22,Yes,No,0
WADE Tobias,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],25,Yes,No,0
GRAZIANO Matteo,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],23,Yes,No,0
GONZALEZ Luciano,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],27,Yes,No,0
FRAGA Agustin,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],22,Yes,No,0
ISGRO Rodrigo,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],25,Yes,No,0
DELL OLIO Matias,Male,Argentina,Argentina,['Skateboarding'],"[""Men's Street""]",28,No,No,0
GOMEZ SANCHEZ Manuela,Female,Colombia,Colombia,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",24,No,No,0
SCHREUDERS Mikel,Male,Aruba,Netherlands,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",26,No,No,0
WESTERA Ethan,Male,Aruba,Netherlands,['Sailing'],"[""Men's Windsurfing""]",27,No,No,0
van AANHOLT Just,Male,Aruba,Netherlands,['Sailing'],"[""Men's Dinghy""]",29,No,No,0
ELHAGE Phili,Male,Aruba,Netherlands,['Shooting'],['10m Air Pistol Men'],42,Yes,No,0
HOWELL Shanayah,Female,Aruba,Netherlands,['Cycling BMX Racing'],['Women'],25,Yes,No,0
ARIAS CASTANEDA Yeni Marcela,Female,Colombia,Colombia,['Boxing'],"[""Women's 54kg""]",34,Yes,No,0
VALENCIA VICTORIA Ingrit Lorena,Female,Colombia,Colombia,['Boxing'],"[""Women's 50kg""]",36,Yes,No,0
GONZALEZ LANDAZURY Yilmar Leandro,Male,Colombia,Colombia,['Boxing'],"[""Men's 57kg""]",31,No,No,0
RODRIGUEZ John Edison,Male,Colombia,Colombia,['Fencing'],"[""Men's Ã‰pÃ©e Individual""]",33,Yes,No,0
ZUMAYA FLORES Goretti Alejandra,Female,Mexico,Mexico,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",27,No,No,0
GBAI Jessika,Female,CÃ´te d'Ivoire,CÃ´te d'Ivoire,['Athletics'],"[""Women's 200m"", ""Women's 4 x 100m Relay""]",26,Yes,No,0
BORDACHYOVA Ekaterina,Female,Tajikistan,Tajikistan,['Swimming'],"[""Women's 50m Freestyle""]",21,No,No,0
DRAGAN Annaliese,Female,Romania,Romania,['Rhythmic Gymnastics'],['Individual All-Around'],19,No,No,0
TEIXEIRA SANTANA Herminia,Female,Sao Tome and Principe,Sao Tome and Principe,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",21,No,No,0
GOLUBIC Marko,Male,Croatia,Croatia,['Taekwondo'],['Men -68kg'],24,Yes,No,0
ALONSO ALDERETE Alejandra,Female,Paraguay,Paraguay,['Rowing'],"[""Women's Single Sculls""]",28,No,No,0
BIAGIOLI Romina,Female,Argentina,Argentina,['Triathlon'],"[""Women's Individual""]",35,No,No,0
BARBELIN Lisa,Female,France,France,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",24,Yes,Yes,1
CORDEAU Amelie,Female,France,France,['Archery'],"[""Women's Individual"", ""Women's Team""]",19,Yes,No,0
